date,HUFL,MUFL,LUFL
2016-07-01 00:00:00,5.827000141143799,1.5989999771118164,4.203000068664552
2016-07-01 01:00:00,5.692999839782715,1.4919999837875366,4.142000198364259
2016-07-01 02:00:00,5.1570000648498535,1.2790000438690186,3.776999950408936
2016-07-01 03:00:00,5.090000152587892,1.2790000438690186,3.806999921798706
2016-07-01 04:00:00,5.357999801635742,1.4919999837875366,3.868000030517578
2016-07-01 05:00:00,5.625999927520752,1.5279999971389768,4.051000118255615
2016-07-01 06:00:00,7.166999816894531,2.131999969482422,5.026000022888184
2016-07-01 07:00:00,7.434999942779541,2.309999942779541,5.086999893188477
2016-07-01 08:00:00,5.559000015258789,2.45199990272522,2.9549999237060547
2016-07-01 09:00:00,4.554999828338623,1.919000029563904,2.6800000667572017
2016-07-01 10:00:00,4.956999778747559,1.9900000095367432,2.9549999237060547
2016-07-01 11:00:00,5.760000228881836,2.203000068664551,3.441999912261963
2016-07-01 12:00:00,4.689000129699707,1.812000036239624,2.8329999446868896
2016-07-01 13:00:00,4.689000129699707,1.7769999504089355,3.1070001125335693
2016-07-01 14:00:00,5.090000152587892,2.45199990272522,2.559000015258789
2016-07-01 15:00:00,5.090000152587892,2.486999988555908,2.58899998664856
2016-07-01 16:00:00,4.2199997901916495,1.7059999704360962,2.61899995803833
2016-07-01 17:00:00,4.75600004196167,1.6349999904632568,3.075999975204468
2016-07-01 18:00:00,5.625999927520752,2.5230000019073486,3.075999975204468
2016-07-01 19:00:00,5.492000102996826,2.45199990272522,3.015000104904175
2016-07-01 20:00:00,5.357999801635742,2.45199990272522,2.86299991607666
2016-07-01 21:00:00,5.090000152587892,2.38100004196167,2.6800000667572017
2016-07-01 22:00:00,4.822999954223633,2.203000068664551,2.61899995803833
2016-07-01 23:00:00,4.622000217437744,2.131999969482422,2.4670000076293945
2016-07-02 00:00:00,5.223999977111816,2.700999975204468,2.437000036239624
2016-07-02 01:00:00,5.1570000648498535,2.878000020980835,2.345000028610229
2016-07-02 02:00:00,5.1570000648498535,2.878000020980835,2.2839999198913574
2016-07-02 03:00:00,5.1570000648498535,2.9140000343322754,2.193000078201294
2016-07-02 04:00:00,4.554999828338623,2.45199990272522,2.193000078201294
2016-07-02 05:00:00,5.425000190734863,3.0920000076293945,2.437000036239624
2016-07-02 06:00:00,5.492000102996826,2.5230000019073486,2.984999895095825
2016-07-02 07:00:00,5.625999927520752,2.486999988555908,3.075999975204468
2016-07-02 08:00:00,5.559000015258789,2.594000101089477,2.924000024795532
2016-07-02 09:00:00,5.223999977111816,2.559000015258789,2.6800000667572017
2016-07-02 10:00:00,9.913000106811523,6.644999980926514,3.0460000038146973
2016-07-02 11:00:00,11.788000106811523,8.173000335693361,3.686000108718872
2016-07-02 12:00:00,9.645000457763672,6.751999855041504,3.1070001125335693
2016-07-02 13:00:00,10.381999969482422,7.461999893188477,2.984999895095825
2016-07-02 14:00:00,8.77400016784668,6.111999988555907,2.8940000534057617
2016-07-02 15:00:00,10.449000358581545,6.965000152587893,2.7720000743865967
2016-07-02 16:00:00,9.845999717712402,7.035999774932861,2.8940000534057617
2016-07-02 17:00:00,9.913000106811523,6.894000053405763,3.2290000915527344
2016-07-02 18:00:00,10.649999618530272,6.928999900817871,3.38100004196167
2016-07-02 19:00:00,10.11400032043457,6.644999980926514,3.1070001125335693
2016-07-02 20:00:00,9.979999542236328,6.573999881744385,3.4110000133514404
2016-07-02 21:00:00,9.3100004196167,6.005000114440918,3.2290000915527344
2016-07-02 22:00:00,9.444000244140623,6.965000152587893,2.9549999237060547
2016-07-02 23:00:00,9.444000244140623,6.822999954223633,2.58899998664856
2016-07-03 00:00:00,10.381999969482422,7.604000091552732,2.9549999237060547
2016-07-03 01:00:00,9.779000282287598,6.716000080108643,2.650000095367432
2016-07-03 02:00:00,10.381999969482422,7.320000171661378,2.984999895095825
2016-07-03 03:00:00,9.779000282287598,6.822999954223633,2.5280001163482666
2016-07-03 04:00:00,10.717000007629396,7.355999946594237,2.650000095367432
2016-07-03 05:00:00,10.3149995803833,7.390999794006348,2.924000024795532
2016-07-03 06:00:00,12.592000007629396,8.670999526977539,3.7160000801086426
2016-07-03 07:00:00,11.119000434875488,7.888999938964844,3.625
2016-07-03 08:00:00,10.649999618530272,7.035999774932861,3.594000101089477
2016-07-03 09:00:00,10.04699993133545,6.432000160217285,3.686000108718872
2016-07-03 10:00:00,11.720999717712402,7.888999938964844,3.563999891281128
2016-07-03 11:00:00,12.123000144958494,8.065999984741211,4.081999778747559
2016-07-03 12:00:00,9.979999542236328,6.857999801635742,3.2899999618530287
2016-07-03 13:00:00,9.243000030517578,6.289999961853027,3.13700008392334
2016-07-03 14:00:00,10.180999755859377,7.177999973297119,3.075999975204468
2016-07-03 15:00:00,9.645000457763672,7.10699987411499,3.015000104904175
2016-07-03 16:00:00,9.779000282287598,6.502999782562256,3.075999975204468
2016-07-03 17:00:00,11.119000434875488,7.320000171661378,3.806999921798706
2016-07-03 18:00:00,11.052000045776367,7.390999794006348,3.686000108718872
2016-07-03 19:00:00,10.784000396728516,7.214000225067139,3.594000101089477
2016-07-03 20:00:00,11.185999870300291,7.177999973297119,3.9600000381469727
2016-07-03 21:00:00,10.449000358581545,6.610000133514402,3.806999921798706
2016-07-03 22:00:00,9.57800006866455,6.787000179290772,3.259000062942505
2016-07-03 23:00:00,9.3100004196167,6.610000133514402,3.1679999828338623
2016-07-04 00:00:00,9.913000106811523,6.254000186920166,3.015000104904175
2016-07-04 01:00:00,8.975000381469727,6.289999961853027,2.86299991607666
2016-07-04 02:00:00,8.640000343322754,6.1479997634887695,2.924000024795532
2016-07-04 03:00:00,9.175999641418455,5.578999996185303,2.86299991607666
2016-07-04 04:00:00,9.109000205993652,5.6500000953674325,2.7720000743865967
2016-07-04 05:00:00,9.845999717712402,5.96999979019165,3.1070001125335693
2016-07-04 06:00:00,11.588000297546388,7.390999794006348,3.806999921798706
2016-07-04 07:00:00,11.788000106811523,7.214000225067139,3.8989999294281006
2016-07-04 08:00:00,10.583000183105469,7.14300012588501,3.6549999713897705
2016-07-04 09:00:00,11.588000297546388,7.568999767303468,3.4719998836517334
2016-07-04 10:00:00,11.92199993133545,7.710999965667725,3.746000051498413
2016-07-04 11:00:00,12.324000358581545,8.421999931335451,4.203000068664552
2016-07-04 12:00:00,10.381999969482422,6.857999801635742,3.563999891281128
2016-07-04 13:00:00,10.04699993133545,6.751999855041504,3.3199999332427983
